"","title","org","abstract","filename"
"61","From cyber security system effectiveness and efficiency to return on investment","Raytheon, Army Research Laboratory","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: From cyber security system effectiveness and efficiency to return on investment    Keywords: Intrusion Detection, Metrics, Modeling and Simulation (M&S), Botnets    Recommended Working Group Session(s): M&S, Cyber Analysis, and Advances in OR & Tech    Corresponding Author:    Last: Leslie                  First: Nandi                                                Org: Raytheon, Army Research Laboratory    Street: Adelphi Laboratory Center    City:     Adelphi                       State: MD                          Zip: 20783                                           Country: USA    Phone Comm: (301)394-1835               Fax Comm:    Phone DSN:                              Fax DSN:    Email: nandi.o.leslie.ctr@mail.mil    Additional Authors:    Last:   Marvel                First: Lisa                                                 Org: Other    Last:   Comroe                First: Kyra                                                 Org: Army Research Laboratory    Last:   Shearer               First: Gregory                                              Org: Army Research Laboratory    Sponsor (for Contractors only):    Printed Name: Dr. Richard Harang                                                          Org: Army Research Laboratory    Signature: HARANG.RICHARD.EDWARD.1407560724                                                   Digitally signed by HARANG.RICHARD.EDWARD.1407560724                                                                                                  DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA, cn=HARANG.RICHARD.EDWARD.1407560724                                                                                                  Date: 2016.07.13 10:17:52 -04'00'    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________    Printed Name: Joyce Marlene Conant    Signature:                                                                                                               Date: July 13, 2016                                                  Digitally signed by CONANT.JOYCE.M.1161860308                     CONANT.JOYCE.M.1161860308    DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=CONANT.JOYCE.M.1161860308                                                  Date: 2016.07.13 11:33:21 -04'00'                                             UNCLASSIFIED  Abstract: For cyber security systems, particularly intrusion detection and prevention systems (IDPS) that have a modular framework of signature-based and anomaly-based detection tools, determining whether and how to enhance the system-level performance depends on the individual tool effectiveness and efficiency. However, each tool’s classification performance is usually not entirely known and may only be estimated, in some cases, by in-depth manual analyses of tool alerts because labeled datasets identifying network data as malicious, anomalous, or normal are limited, and attacks are evolving in ways that are often indistinguishable from normal traffic. In addition, constraints on computational resources may exist, where meeting system-level efficiency requirements help to ensure situational awareness. We consider computational resources to be costs, and we define a Computational Resources Cost Index (CRCI) to characterize the IDPS efficiency with one metric that depends on memory usage, I/O, network, and tool run time. With a simple IDPS return on investment (ROI) model, we demonstrate how to measure an individual tool’s contribution to system-level performance, in a technological rather than financial context. We reveal that IDPS efficiency and effectiveness for multiple tools and datasets may be combined into a single measure, ROI, for relative comparison. Our suggested modeling approach is broad enough to be applied to different types and configurations of network and/or host-based cyber security systems. We simulate the ROI for a network intrusion detection system (NIDS), consisting of anomaly and signature-based tools, applied to real-world normal, background, and Botnet network traffic from the CTU-13 Scenarios, where each Scenario is a packet capture of network traffic. With these 13 malware scenarios, we measure ROI at the individual detection tool level and at the NIDS-level, and we show how our ROI modeling approach can be used as a decision aid for determining whether an IDPS or individual tool requires enhancements to meet objectives.","20160713__LeslieRaytheon,_Army_Research_LaboratoryFrom_cyber_security_system_effectiveness_and_efficiency_to_ROI.txt"
"62","Improving Force-on-Force Combat Modeling by Developing Operationally-Relevant NATG!","AMSM","54th AORS 2016                                    ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom . NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                              Security Classification: UNCLASSIFIED        Title : Improving Force-on-Force Combat Modeling by Developing Operationally-Relevant NATG!    Keywords: NRMM , Terrain Generation , Combat Simulation , Mobility, M&S Synchronization , Missi    Recommended Working Group Session(s): Wargaming , Modeling and Simulation , Advances in OR<    Corresponding Author:    Last :   Lucash                      First : Nicholas               Org: AMSM    Street: 392 Hopkins Road    City:     APG                                   State: MD     Zip: 21005-5071   Country: USA    Phone Comm: (410) 278-6624                      Fax Comm : (410) 278-6865    Phone DSN :           298-6624                  Fax DSN :   298-6865    Email: nicholas.s.lucash.civ@mail .mil    Additional Authors:    Last :   Shinsky                     First : Jo~n                   Org: AMSM    Last:    Wojt}'.'.siak               First : Brian                  Org: AMSM    Last:                                First :                        Org:    Sponsor (for Contractors only):    Printed Name:                                                       Org :    Signature:    FOO Certification: I certify that this abstract has been reviewed and is (select one) :    0approved for public release.    O releasable to these countries :    Printed Name:            r-1, )llAl                                       -.µ_      Q~~hnoJ<--    Signature:              n / / d .........    A~P~                             Date :                                                                                          /h / ¥Jl<,a                              /                                               UNCLASSIFIED Abstract: To improve ground vehicle mobility analyses and inform mission planning for combat operations, AMSAA is developing novel geospatial analysis methodologies to build new NRMM terrains which reflect operational conditions in areas of strategic interest to the DoD. NRMM has been used by the U.S. Army and NATO for over 40 years to predict ground vehicle mobility performance. During this time , NRMM has been modified to meet evolutionary modeling and simulation demands; however, most of the terrain characterization has not been updated since the mid-late 1970s. As a result, the existing terrain data does not represent key scenarios defined by the Support to Strategic Analysis (SSA) process in the FY17-21 Defense Planning Guidance. AMSAA worked with members of the Joint community to build a new playbox scenario terrain in an Area of Interest (AOI) that is synchronized across the Joint combat simulation community. The methodology allows AMSAA to leverage high resolution satellite imagery and remotely-sensed Geographic Information System (GIS) data to better inform the Joint acquisition enterprise. The new NRMM terrains will help decision makers understand ground mobility performance (and the impact on combat operations) across a range of alternatives in a terrain that represents the platform's intended operational environment. Additionally, by synchronizing the NRMM terrain generation process with Joint Scenario AOI locations, new synergies will be created enabling combat modelers to reflect system-level capabilities and limitations in force-on-force combat simulations environments; thereby, generating new insights into operational system performance.","20160713LucashAMSAA._Improving_Force_on_Force_(NRMM)_Terrains.txt"
"63","Constructive SIM in OneSAF of MP Vehicles","Maneuver Support Battle Lab","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title: Constructive SIM in OneSAF of MP Vehicles    Keywords: Constructive simulation, OneSAF, analysis, MP    Recommended Working Group Session(s): Modeling and Simulation    Corresponding Author:    Last: McCluskey              First: Michael                                                Org: Maneuver Support Battle Lab    Street: 14000 MSCoE Loop, Suite 115    City:     Fort Leonard Wood             State: MO                          Zip: 65473                   Country: USA    Phone Comm: 573-563-5292                Fax Comm: 573-563-6187    Phone DSN:       676-5292               Fax DSN:                      676-6187    Email: michael.a.mccluskey9.civ@mail.mil    Additional Authors:    Last:                        First:                                                        Org:    Last:                        First:                                                        Org:    Last:                        First:                                                        Org:    Sponsor (for Contractors only):    Printed Name:                                                                              Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________    Printed Name: Victoria L. Palmer    Signature:                                                                                            Date: 18 July 2016                                                  Digitally signed by PALMER.VICTORIA.L.1138605635                     PALMER.VICTORIA.L.1138605635 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=PALMER.VICTORIA.L.1138605635                                                  Date: 2016.07.18 08:13:22 -05'00'                                              UNCLASSIFIED  Abstract: The US Army Military Police School requested a study to compare the performance of three alternative vehicle platforms in a variety of typical Military Police (MP) missions. The Maneuver Support Battle Lab created a constructive simulation environment in OneSAF to perform multiple runs, control variables, and generate sufficient data. This presentation will focus on the use of constructive simulation for analysis. Various vignettes of Route Reconnaissance and Checkpoint Operation missions were developed in OneSAF to examine the impact on overall operational effectiveness of the differences in Risk and Performance by platform and configuration. Measures of merit focused on how well the alternative platforms performed with respect to Survivability, Protection and Lethality. The constructive simulation data provided statistically relevant results that will arm the MP School with information about each platform’s capabilities to determine which will best support the future MP force.","20160713McCluskeyManeuver_Support_Battle_Lab.Constructive_SIM_in_OneSAF_of_MP_Vehicles.txt"
"64",NA,NA,NA,"20160713_McDonaldAMSAA-Modeling_of_U_S__Army_Recruiting_Markets_with_Least_Squares_Regression.txt"
"65",NA,"AMSAA","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom . NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title : Variable Shape Factor in Casualty Estimation    Keywords : Personal Protection , Fragment Shape, CASRED, FBAR , ICEM, JMAE    Recommended Working Group Session(s):         Modeling and Simulation , Advances in OR and Tech .    Corresponding Author:    Last : Rosenblatt             First : Matthew              Org: AMSAA    Street: 328 Hopkins Rd    City:     APG                           State: MD    Zip: 21005-5071     Country: USA    Phone Comm: 410-278-2041                Fax Comm :    Phone DSN:       298-2041               Fax DSN:    Email: matthew.a.rosenblatt.civ@mail.mil    Additional Authors:    Last :   Way                  First : James                Org: AM SAA    Last:                         First :                      Org:    Last:                         First :                      Org:    Sponsor (for Contractors only):    Printed Name:                                              Org:    Signature :    FOO Certification: I certify that this abstract has been reviewed and is (select one):    <:>approved for public release .    Oreleasable to these countries:    Printed Name:       eru..d: µ, Pwt-i·.rAnc<-P<-    Signature:            ( )/,1~~~                                       Date:    7 /ti?/~/(,,,                            ,                                                        /  I                                               UNCLASSIFIED  Abstract: In modeling the effectiveness of personal protection systems (body armor and vests) against the threat of fragmenting munitions, the shape of the incoming fragments plays an important role . Both older models (such as General Full Spray and CASRED) and newer ones (such as ICEM and JMAE) have assumed that all fragments from a given munition have the same shape. Meanwhile, measurements and studies at the Army Research Laboratory and Natick Soldier Center have shown that such fragment shape factors follow a distribution : sometimes normal, sometimes log-normal, sometimes other. AMSAA modified the CASRED and ICEM models to accept distributions from these studies, plus distributions supplied by the Aberdeen Test Center. Comparing variable shape factor model results with those using a fixed shape factor, AMSAA found that although there is some difference in probability of incapacitation versus range averaged over all azimuth angles from the burst, there are angles at which using a fixed shape factor can lead to significant overconfidence in the effectiveness of an armor system in protecting the soldier against fragments.","20160713RosenblattAMSAA-_Variable_Shape_Factor_in_Casualty_Estimation.txt"
"66",NA,NA,NA,"20160713ShinskyAMSAA's_Corrosion_Hub_for_Analysis,_Modeling_and_Prediction_(CHAMP).txt"
"67","Optimization Process in Support of Whole Systems Trade Analysis Tool (WSTAT)","AMSAA","54th AORS 2016                                 ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                      Security Classification: UNCLASSIFIED        Title: Optimization Process in Support of Whole Systems Trade Analysis Tool (WSTAT)    Keywords: Mobility, Optimization, NRMM    Recommended Working Group Session(s):           Future Capabilities    Corresponding Author:    Last:   Song                    First: Peilin                Org: AMSAA    Street: 392 Hopkins Road    City:    APG                              State: MD    Zip: 21005         Country: USA    Phone Comm: (410) 278/5144                Fax Comm:    Phone DSN:        298-5144                Fax DSN:    Email: peilin .song.civ@mail.mil    Additional Authors:    Last:   Delgado                 First: Richard               Org: AM SAA    Last:                           First:                       Org:    Last:                           First:                       Org:    Sponsor (for Contractors only):    Printed Name:                                                Org:    Signature:    FOO Certification: I certify that this abstract has been reviewed and is (select one):    CE>approved for public release.    Oreleasable to thes?Funtries:    Printed Name:          Ju_d.; ./-{   711£r~hY\c.:.J._    Signature:                           r 0~~ruJ                              /""                                                                            Date :  7                                                                                      /                                                                                        /1 Jc)<) / <,..                                                                                          /                            I                                               UNCLASSIFIED  Abstract: The Whole Systems Trade Analysis Tool (WSTAT) pairs several separate subsystem model outputs into a larger mapping structure to aid in stakeholder decisions. WSTAT takes many factors of the subsystems into consideration and generates multiple alternatives for performance and cost trades analysis. However, this tool is very resource demanding in terms of upfront workload. AMSAA Mobility Team was tasked with generating several thousand outputs for cross-country mobility using the NATO Reference Mobility Model (NRMM) in a very short, unmanageable timeframe under normal processing circumstances. AMSAA Mobility Team developed the System Level Analysis Mobility Dashboard (SLAMD) which simplifies data modeling and streamlines the simulation and reporting process for mobility analysis. In order to provide support for WSTAT, an optimization module was developed within SLAMD to complete the modeling runs. SLAMD allowed AMSAA Mobility to successfully deliver the analysis results on time, which would have otherwise been impossible.","20160713Song_DelgadoAMSAA-Optimization_Process_in_Support_of_Whole_Systems_Trade_Analysis_Tool_(WSTAT).txt"
"68","Data Compression by Neural Network Regression",NA,"54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title : Data Compression by Neural Network Regression    Keywords: Probability of Incapacitation vs. Range, CASRED , FBAR, ICEM , MATLAB    Recommended Working Group Session(s):         Modeling and Simulation , Advances in OR and Tech .    Corresponding Author:    Last:    Way                 First: James                      Org : AMSAA    Street: 328 Hopkins Rd    City:     APG                         State: MD          Zip: 21005-5071    Country: USA    Phone Comm: 410-278-6685              Fax Comm :    Phone DSN:      298-6685              Fax DSN:    Email: james.r.way14.civ@mail.mil    Additional Authors:    Last:                        First:                            Org:    Last:                        First:                            Org:    Last :                       First:                            Org :    Sponsor (for Contractors only):    Printed Name:                                                  Org:    Signature :    FOO Certification: I certify that this abstract has been reviewed and is (select one):    <:>approved for public release.    Oreleasable to these countries:    Printed Name:       'Tu.d I ''f-/r, pa;fr ~ h V1 C),_Jt_    Signature :        a~ ;:;~/~                                              Date:   7, 7 /;;HJ/G:,                                                                                          '                                               UNCLASSIFIED  Abstract: AMSAA calculates Probability of Incapacitation (P(I)) estimates for fragmenting munitions that are used in combat simulations throughout the Army and Marine Corps. For direct-fire fragmenting munitions, AMSAA calculates a P(I) estimate for many combinations of posture, clothing/armor/helmet, casualty criterion, firer-to-target range, burst height, burst-to-target azimuth angle, and burst-to-target range. Even for a modest number of munitions (11 ), the amount of data can be overwhelming (76 million P(I) estimates). By training neural networks to learn the P(I) values, AMSAA has developed a scheme to compress the data by a factor of one thousand or more with no significant loss in accuracy. Smaller data sets could ease some of the burden of data management on AMSAA's data customers, as well as take up less memory in their simulations. Neural networks - and other ""machine learning"" algorithms such as genetic algorithms and classification trees - have been used by the Army in many applications besides compression, including predicting the terminal ballistics of kinetic energy projectiles, searching for optimal vehicle configurations, designing new fragmenting warheads, detecting data outliers, and predicting risk. Use of High Performance Computing will also be discussed.","20160713_WayAMSAA_Data_Compression_by_Neural_Network_Regression.txt"
"69","Physics of Failure (PoF) Design Risk Methodology","AMSAA","54th AORS 2016                                ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                     Security Classification: UNCLASSIFIED        Title: Physics of Failure (PoF) Design Risk Methodology    Keywords: Reliability , Physics of Failure, PoF, Analysis of Alternatives, AoA, Risk    Recommended Working Group Session(s):           Future Capabilities    Corresponding Author:    Last: Werner                  First: Benjamin                Org: AMSAA    Street: 392 Hopkins Rd    City:    Aberdeen Proving Ground         State : MD    Zip: 21005        Country: USA                                                     --    Phone Comm: 410-278-5113                 Fax Comm:    Phone DSN:                               Fax DSN:    Email: benjamin.d.werner2 .civ@mail .mil    Additional Authors:    Last:                         First :                        Org:    Last:                         First:                         Org:    Last:                         First:                         Org:    Sponsor (for Contractors only):    Printed Name:                                                Org:    Signature:    FOO Certification: I certify that this abstract has been reviewed and is (select one):    0approved for public release .    Oreleasable to the ~ unt ~ ies:    Printed Name:          ll.d1 /.-t,, ?a.J1 sh rJodc....    Signature:          (}.f/         4 -                                          ,/?~~                            Date :                                                                                    '7I ~/d-<JI""                             ,,                                                          ,                          ,,                                                UNCLASSIFIED  Abstract: Physics of Failure (PoF) Design Risk Methodology The Army is increasingly looking at ways to get ahead of the curve and develop future systems. This requires more and more analyses, such as Analysis of Alternatives (AoAs) , to be conducted early on in systems' lifecycles, sometimes while they are still just an abstract idea. Delivering meaningful results early in the lifecycle can be challenging , but these analyses have the potential to shape important decisions that can impact a system's cost, schedule, and performance for decades to come . Reliability can be a key driver of a system's operating and sustainment costs which commonly account for a majority of the costs over the life of the system. Assessing reliability and failure risk early on in the lifecycle can ensure that the alternatives selected and developed deliver the required reliability while keeping a system on schedule, at cost, and performing properly. AMSAA has developed two methodologies to assess reliability early in the lifecycle. One, the Reliability Scorecard , is focused on the vendor's practices, processes and procedures and has been vetted by industry and used for years. The other methodology, which this paper will focus on, was developed to evaluate the failure risk of a system based on an understanding of the system design and intent, common failure modes, and Physics of Failure (PoF) practices. In-depth engineering analyses are just not feasible at this stage of the lifecycle when a system has yet to be designed in full , let alone tested . Instead , the methodology depends on analyzing the design's mechanical subsystems, materials, technology, and operational environment to identify potential failure modes and assess the risk of failure precipitating. This method provides a means to evaluate and analyze a system's risk of failure. This knowledge can be used to make effective decisions early on in the lifecycle to determine the direction a program should take and draw attention to any glaring concerns. Addressing reliability early on in the lifecycle enables the program to develop corrective actions and mitigate risk before failures are realized , saving the Army time and money and delivering a better product to the warfighter.","20160713WernerAMSAA-_PoF_Design_Risk_Methodology.txt"
"70",NA,NA,NA,"20160713WrayAMSAA-_BCT_Level_Network_Simulation.txt"
"71",". Precision Guidance Kit (PGK) Alternative Accuracy Distributions","AMSAA","54th AORS 2016                               ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclo~ure Officer (FOO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title:. Precision Guidance Kit (PGK) Alternative Accuracy Distributions    Keywords: Analysis, Performance, Artillery, Engagement, Precision, Guided, Live Fire, Test and I    Recommended Working Group Session(s):         Modeling and Simulation    Corresponding Author:    Last:    Zoller              First: Zachary                   Org: AMSAA    Street: 392 Hopkins Rd    City:     APG                         State: MD         Zip: 21005        Country: USA    Phone Comm: 410-278-6621              Fax Comm: 410-278-6632    Phone DSN:       298-6621             Fax DSN:        298-6632    Email: zachary.p.zoller.civ@mail.mil    Additional Authors:    Last:                        First:                           Org:    Last:                        First:                           Org:    Last:                        First:                           Org:    Sponsor (for Contractors only):    Printed Name:                                                 Org:    Signature:    FOO Certification: I certify that this abstract has been reviewed and is (select one):    <!>approved for public release.    Oreleasable to these countries:    Printed Name:        jl{_J: ~ ~-h f-ts1'i V1 C'V ~<._    Signature:        {__                          /                            ~A~      ~AJn_//                                Date:   1 /1r )a-o1'(,,.                                                                                      I                       I                                             UNCLASSIFIED  Abstract: The M1156 Precision Guidance Kit (PGK) provides a simple, cost-effective solution to reducing the ballistic dispersion for the M795 and M549A1 unguided 155mm artillery ammunition . The PGK fuze contains GPS guidance and small aerodynamic fins to correct the munition in flight to follow a path to the programmed target location. Artillery delivery accuracy has always been modeled to fit a bivariate normal probability distribution which has agreed fairly well with unguided artillery test results . PGK recently underwent operational and lot acceptance testing to characterize its delivery accuracy distribution against its required delivery accuracy of 50 meters circular error probable (CEP). Analysis of the PGK live fire test miss distance data has determined it to not be normally distributed in range or deflection. An initial analysis of PGK alternative accuracy representations has been executed by AMSAA to lay out the options and highlight the benefits and limitations of each. Improving the PGK accuracy representation will ultimately improve PGK weapon effectiveness estimates which could impact operational PGK TTPs and theater ammunition analysis.","20160713ZollerAMSAA._Precision_Guidance_Kit(PGK)_Alt__Accuracy_Dist.txt"
"72","ORSA Support to the Targeting Process","4th Infantry Division","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: ORSA Support to the Targeting Process    Keywords: Current Operations, Decisive Action, Targeting Working Group, Targeting Decision Board    Recommended Working Group Session(s): Current Operations    Corresponding Author:    Last: Bolke                   First: Kevin                                                   Org: 4th Infantry Division    Street:    City:     Fort Carson                    State: CO                           Zip: 80913                      Country: United States    Phone Comm: 719-503-0500                 Fax Comm:    Phone DSN:                               Fax DSN:    Email: kevin.g.bolke.mil@mail.mil    Additional Authors:    Last:   Nesbitt               First: Peter                                                   Org: 4th Infantry Division    Last:                         First:                                                         Org:    Last:                         First:                                                         Org:    Sponsor (for Contractors only):    Printed Name:                                                                                Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________    Printed Name: MILLER, MARC W.    Signature:                                                                                                Date: 15 JUL 16                                                    Digitally signed by MILLER.MARC.WILLIAM.1159217635                                                    DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                     MILLER.MARC.WILLIAM.1159217635 cn=MILLER.MARC.WILLIAM.1159217635                                                    Date: 2016.07.15 09:49:28 +02'00'                                              UNCLASSIFIED  Abstract: 4th Infantry Division (4ID) serves as the U.S. Army’s only balanced division, operating with each a Light, Stryker and Armored Brigade Combat Team formation. As military operations in Iraq and Afghanistan continue to change from stability and wide area security to a lower demand train and assist mission, the Army can refocus on offense and defense tasks. Staff sections throughout major headquarters (HQ) are now returning to or relearning root doctrine. However, ORSAs do not have the same foundation as fellow combat arms officers. ORSA’s are learning where we fit into the HQ’s staff as well as how to best support current operations in both the garrison and tactical environments. With a focus on the tactical environment while executing Decisive Action (DA) operations the Division/Corps ORSAs provide critical information and assistance in the targeting process. With input coming from the Assessments working (AWG) into the Targeting Working Group (TWG) and assisting with the decisions being made in the Targeting Decision Board (TDB) ORSAs have a unique opportunity to be a key piece to ensure mission success. The targeting process focuses on a 72hr mission cycle with the model of Assess, Decide, Detect, and Deliver. The ORSA team, with the support from the AWG, brings forward the base assessment that begins this process. The Operational and Tactical Assessment provides the current situation of operations as well as highlights the effectiveness of the last 24hrs of the targeting cycle. This directly provides needed information into the Decide phase of the targeting process. Further, the ORSAs understanding and knowledge of the Detect and Deliver phases ensures overall understanding and maintains situational awareness of future operations and how they may impact future assessments. This presentation highlights and reviews the Targeting Process with a focus on the Assessments team support and input to that process.","20160715Bolke4th_Infantry_Division-ORSA_Support_to_the_Targeting_Process.txt"
"73","Assessment in Expeditionary Operation","4th Infantry Division","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: Assessment in Expeditionary Operation    Keywords: ORSA Doctrine    Recommended Working Group Session(s): Future Capabilities    Corresponding Author:    Last: Bolke                   First: Kevin                                                   Org: 4th Infantry Division    Street:    City:     Fort Carson                    State: CO                           Zip: 80913                      Country: United States    Phone Comm: 719-503-0500                 Fax Comm:    Phone DSN:                               Fax DSN:    Email: kevin.g.bolke.mil@mail.mil    Additional Authors:    Last:   Nesbitt               First: Peter                                                   Org: 4th Infantry Division    Last:                         First:                                                         Org:    Last:                         First:                                                         Org:    Sponsor (for Contractors only):    Printed Name:                                                                                Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________    Printed Name: MILLER, MARC W.    Signature:                                                                                                Date: 15 JUL 16                                                    Digitally signed by MILLER.MARC.WILLIAM.1159217635                                                    DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                     MILLER.MARC.WILLIAM.1159217635 cn=MILLER.MARC.WILLIAM.1159217635                                                    Date: 2016.07.15 09:02:49 +02'00'                                              UNCLASSIFIED  Abstract: 4th Infantry Division (4ID) serves as the U.S. Army’s only balanced division, operating with each a Light, Stryker and Armored Brigade Combat Team formation. As military operations in Iraq and Afghanistan continue to change from stability and wide area security to a lower demand train and assist mission, the Army can refocus on offense and defense tasks. Staff sections throughout major headquarters (HQ) are now returning to or relearning root doctrine. However, ORSAs do not have the same foundation as fellow combat arms officers. ORSA’s are learning where we fit into the HQ’s staff as well as how to best support current operations in both the garrison and tactical environments. With a focus on conducting Expeditionary Operations Division/Corps ORSA has a unique opportunity to be a key piece of the headquarters battle rhythm and provide critical information for both the Commander as well as division staff working groups. Division/Corps ORSA teams have gained utilization and popularity through the operations conducted in Iraq and Afghanistan over the last 15 years. However, there is limited doctrine on where the ORSA team fits into the staff and what ORSA specific products, procedures, or actions best support the command when executing Expeditionary Operations. This presentation provides a division level concept of how the collective Assessments team comes together in the MDMP process, feeding into the Assessment Working Group, Targeting Process, and finally assisting the Command in making key decisions.","20160715Bolke4th_Infantry_Divison-Abstract_Assessments_in_Expeditionary_Operations.txt"
